#geneID	KO/WT_0h	KO/WT_2h	KO/WT_6h	KO/WT_12h	KO/WT_18h	KO/WT_24h
ENSMUSG00000051147	-0.182655	0.689290	-0.427038	0.101803	0.269376	0.550320
ENSMUSG00000051154	0.143494	-0.490991	-0.540797	0.066086	0.446517	0.025714
ENSMUSG00000051156	0.334209	-0.613046	0.324270	-0.238006	-0.714621	-0.907160
ENSMUSG00000051159	-0.211490	0.112453	0.315906	-0.116117	0.690583	0.324946
ENSMUSG00000051160	0.103819	-0.177579	-0.257739	-0.127057	0.197787	0.226463
ENSMUSG00000051172	-0.301483	0.387458	-0.277153	0.070546	0.360670	-0.102895
ENSMUSG00000051177	0.103133	0.552602	0.621909	0.351789	-0.134032	0.040319
ENSMUSG00000051180	0.576072	-0.529078	0.062939	0.103048	0.191470	-0.126635
ENSMUSG00000051182	0.228478	-0.288938	0.453790	-0.569909	-0.443668	-0.452284
ENSMUSG00000051190	-0.383493	0.434106	0.175534	0.331636	0.183736	-0.463135
ENSMUSG00000051200	0.429439	0.210124	-0.082213	-0.016541	0.408133	-0.128097
ENSMUSG00000051207	0.022817	-0.365461	0.298109	-0.231396	0.153507	0.269695
ENSMUSG00000051209	-0.131656	-0.460991	0.137740	-0.504056	0.039967	0.649395
ENSMUSG00000051212	-0.862999	0.091248	-0.487740	-0.335954	0.108391	-0.136331
ENSMUSG00000051220	-0.475665	0.115036	0.261474	-0.019801	-0.565014	-0.101173
ENSMUSG00000051225	0.208535	-0.104102	-0.497643	-0.433117	-0.881806	0.652874
ENSMUSG00000051234	-0.054649	0.159576	0.018424	0.598539	0.261890	0.077497
ENSMUSG00000051235	0.130673	-0.576751	0.100729	-0.446135	0.101815	-0.243243
ENSMUSG00000051258	0.037936	-0.294644	0.359344	-0.531514	0.534417	0.097376
ENSMUSG00000051262	-0.363952	0.874677	-0.378414	-0.683354	0.271095	0.322444
ENSMUSG00000051279	0.117468	-0.412047	0.256778	0.364692	-0.628979	-0.011733
ENSMUSG00000051306	0.277523	0.375178	-0.264758	0.238893	-0.378715	-0.356007
ENSMUSG00000051313	0.338878	-0.063078	0.495947	0.041254	-0.087500	-0.113727
ENSMUSG00000051314	-0.061918	0.067833	-0.051777	-0.447396	-0.042176	0.052511
ENSMUSG00000051316	0.286037	0.057068	0.289725	0.514210	-0.129066	0.265896
ENSMUSG00000051329	0.000378	0.378962	0.177188	-0.153031	-0.176158	-0.588484
ENSMUSG00000051331	-0.022618	0.295026	0.858117	0.182874	-0.055283	0.058919
ENSMUSG00000051335	-0.750031	0.199361	-0.817832	-0.241157	-0.842299	0.275514
ENSMUSG00000051340	-0.311383	-0.354346	-0.085054	0.026904	0.090141	0.495636
ENSMUSG00000051343	-0.154872	0.113876	0.231939	0.629181	0.405774	0.407068
ENSMUSG00000051355	0.306051	0.491225	-0.376617	0.009621	0.290284	0.087546
ENSMUSG00000051359	0.505513	-0.530544	0.479653	0.992577	-0.036187	0.313725
ENSMUSG00000051362	-0.328112	0.093398	0.055212	0.291131	0.356035	0.236811
ENSMUSG00000051378	0.215454	-0.052948	-0.679173	0.686651	0.300256	0.205011
ENSMUSG00000051379	-0.360902	0.060868	0.040636	0.033912	0.221429	-0.089330
ENSMUSG00000051391	0.275695	0.236738	-0.392062	-0.055961	0.464108	0.153427
ENSMUSG00000051392	0.032048	-0.475207	0.516043	0.026608	-0.318079	-0.304418
ENSMUSG00000051414	-0.101605	-0.549292	0.027423	0.466979	-0.369777	-0.337682
ENSMUSG00000051424	-0.549219	0.251017	0.460353	0.249782	0.395476	0.115131
ENSMUSG00000051439	0.167693	-0.259945	0.408346	0.096676	0.221353	-0.755707
ENSMUSG00000051457	0.404092	-0.317663	0.594419	0.317873	-0.479172	0.092400
ENSMUSG00000051481	-0.163452	0.335648	0.070539	-0.420553	0.353580	-0.120194
ENSMUSG00000051483	0.310166	0.273744	-0.213045	-0.343570	-0.402054	0.075316
ENSMUSG00000051493	0.065893	0.506375	0.039669	0.190774	-0.000355	0.067306
ENSMUSG00000051497	-0.576000	-0.305439	-0.134477	0.094126	0.107937	-0.621407
ENSMUSG00000051498	-0.269142	-0.111965	-0.382004	0.184517	-0.073746	0.271380
ENSMUSG00000051499	-0.093254	-0.072073	0.066187	-0.493137	0.491489	-0.138205
ENSMUSG00000051509	0.012158	0.078931	0.256341	0.306694	-0.056577	-0.115669
ENSMUSG00000051517	-0.104116	0.695084	0.313228	0.099555	-0.180018	-0.146862
ENSMUSG00000051518	-0.163561	0.191657	0.209695	-0.491000	-0.289871	-0.477638
ENSMUSG00000051527	-0.077060	-0.274810	-0.141003	-0.073898	-0.098110	0.205013
ENSMUSG00000051528	0.644591	0.423661	-0.444349	0.406546	0.162693	0.161937
ENSMUSG00000051591	0.004697	0.022703	-0.347566	-0.003931	0.258803	-0.832528
ENSMUSG00000051592	-0.406993	0.151407	-0.118237	0.112523	0.343557	-0.180975
ENSMUSG00000051593	-0.627294	-0.877136	-0.063693	0.307124	-0.105475	-0.064264
ENSMUSG00000051611	-0.286761	0.181353	0.248189	-0.087700	-0.172584	-0.623618
ENSMUSG00000051617	0.300114	0.715084	-0.120583	-0.212207	0.020482	-0.298276
ENSMUSG00000051627	0.211513	0.335613	0.184747	0.154211	0.017713	-0.555571
ENSMUSG00000051650	-0.108508	-0.166419	-0.162821	0.078003	-0.423370	-0.485594
ENSMUSG00000051674	-0.381205	-0.291321	-0.038377	0.480206	0.476397	-0.193308
ENSMUSG00000051675	0.032533	-1.041808	-0.724821	-1.254252	-0.942843	-0.648986
ENSMUSG00000051680	0.051312	-0.170690	0.064760	0.209352	0.392331	-0.246933
ENSMUSG00000051682	-0.057411	0.612551	0.273255	-0.125287	0.915039	-0.411804
ENSMUSG00000051695	-0.247994	-0.055511	-0.617615	-0.107783	0.315206	-0.228873
ENSMUSG00000051705	0.030678	-0.224146	0.058016	0.461852	0.506383	-0.466765
ENSMUSG00000051706	0.188900	0.445587	-0.233502	0.167190	0.211644	-0.117794
ENSMUSG00000051726	0.513324	0.932813	0.093285	0.038896	-0.398885	-0.040500
ENSMUSG00000051732	0.263192	0.404429	-0.537363	-0.058320	0.037208	0.098076
ENSMUSG00000051735	0.339301	-0.133996	-0.216930	-0.133603	-0.065141	0.278729
ENSMUSG00000051768	0.015332	-0.267308	-0.309736	0.297979	-0.514568	-0.259806
ENSMUSG00000051786	-0.176337	0.367898	0.004727	-0.521808	0.314574	-0.093814
ENSMUSG00000051790	0.332088	0.124956	0.053114	-0.560604	0.398223	0.402239
ENSMUSG00000051793	0.022016	-0.124401	-0.246636	0.283990	-0.019017	-0.157402
ENSMUSG00000051802	0.038441	-0.202393	0.407925	-0.354157	-0.267840	0.856195
ENSMUSG00000051811	0.051015	0.020184	0.431263	0.041647	0.006482	-0.038155
ENSMUSG00000051853	0.305735	-0.053257	0.158531	0.694080	0.648873	-0.028969
ENSMUSG00000051879	0.241568	0.699960	-0.660893	-0.795308	0.185721	-0.527011
ENSMUSG00000051885	-0.056896	0.285551	0.320513	-0.491704	-0.030000	0.397612
ENSMUSG00000051906	-0.328193	-0.399913	0.495962	0.323800	0.100346	-0.598910
ENSMUSG00000051910	-0.092294	0.525064	0.027990	0.230335	-0.005575	-0.719280
ENSMUSG00000051917	-0.192888	0.109219	-0.161141	0.055909	-0.512126	0.157545
ENSMUSG00000051920	0.464072	-0.317429	0.630886	0.004633	0.138948	-0.201701
ENSMUSG00000051950	0.144726	-0.313226	0.735279	0.389632	-0.033675	0.208704
ENSMUSG00000051951	0.225909	-0.092426	-0.124900	-0.357354	-0.252909	0.239514
ENSMUSG00000051952	-0.151958	-0.196272	-0.252107	-0.356147	0.419272	-0.338111
ENSMUSG00000051969	0.170064	0.028048	0.023441	-0.054957	0.784639	0.356235
ENSMUSG00000051977	0.255877	-0.080904	0.003952	0.248321	0.171185	0.211326
ENSMUSG00000051980	-0.294972	-0.638860	-0.391619	0.399377	0.553558	0.229343
ENSMUSG00000051984	0.049641	-0.227995	-0.099341	-0.258535	-0.155019	0.235232
ENSMUSG00000052012	0.164674	-0.075171	-0.214354	0.447056	-0.289757	0.683147
ENSMUSG00000052013	0.029568	0.228478	0.356649	-0.419269	0.125294	0.642896
ENSMUSG00000052026	-0.915869	-0.094281	0.471791	-0.223122	0.118428	0.736864
ENSMUSG00000052058	-0.337781	0.599444	-0.273816	-0.158776	-0.118351	0.279796
ENSMUSG00000052085	-0.124504	0.029735	-0.129890	-0.099885	-0.232579	-0.359870
ENSMUSG00000052087	0.220944	-0.351145	-0.154848	-0.672313	0.353584	-0.334728
ENSMUSG00000052102	-0.176748	0.339195	0.209981	-0.473424	0.268096	-0.077721
ENSMUSG00000052131	-0.037625	-0.269788	0.589281	-0.204202	0.414648	-0.177959
ENSMUSG00000052133	0.064072	-0.570569	0.090533	0.094136	-0.191426	-0.131913
ENSMUSG00000052135	0.031388	0.259272	-0.586866	-0.084723	0.234346	-0.457100
ENSMUSG00000052139	-0.489072	-0.135320	0.556984	-0.047374	0.170460	0.587602
ENSMUSG00000052142	0.536205	-0.116279	0.186887	0.761928	0.634824	-0.383562
ENSMUSG00000052146	-0.087823	-0.259283	0.111215	-0.461757	0.289289	-0.122890
ENSMUSG00000052151	0.677346	-0.143763	-0.066698	-0.520069	0.125065	0.313204
ENSMUSG00000052155	0.053702	0.269942	-0.465581	-0.146984	0.136985	-0.437960
ENSMUSG00000052160	-0.221632	-0.066926	0.087646	-0.189521	-0.087207	-0.094241
ENSMUSG00000052180	-0.066811	0.405211	0.103298	0.769547	0.576357	-0.050355
ENSMUSG00000052182	0.114633	-0.305206	0.397687	-0.135577	0.293017	-0.145478
ENSMUSG00000052212	-0.089042	0.067257	-0.498540	-0.288869	-0.521206	-0.038511
ENSMUSG00000052229	-0.161229	-0.039928	-0.021330	-0.161742	0.640574	0.483370
ENSMUSG00000052234	0.419252	-0.345159	-0.132280	0.070428	-0.316160	-0.199421
ENSMUSG00000052270	0.420880	0.411919	0.888826	0.349204	-0.441005	-0.370434
ENSMUSG00000052273	-0.164388	-0.109874	0.345951	0.217055	-0.455407	-0.068377
ENSMUSG00000052296	-0.124024	0.377800	-0.537144	-0.009999	0.116299	-0.071858
ENSMUSG00000052299	-0.156594	0.139005	-0.126474	0.335188	0.088580	-0.114547
ENSMUSG00000052305	-0.102889	-0.279409	-0.248984	0.204276	-0.635770	0.261162
ENSMUSG00000052310	-0.105006	0.416311	0.561497	0.070652	0.024393	-0.130397
ENSMUSG00000052336	-0.244124	0.467982	-0.537357	0.431523	-0.216312	0.190937
ENSMUSG00000052353	-0.294068	0.112202	-0.191021	0.146143	-0.048040	-0.153784
ENSMUSG00000052372	0.385164	0.011291	0.052540	0.190934	0.253931	-0.115803
ENSMUSG00000052373	-0.276102	-0.016121	-0.415375	-0.519784	0.504719	-0.443171
ENSMUSG00000052374	0.075716	0.659196	-0.039439	0.537529	0.239211	0.330489
ENSMUSG00000052384	-0.236002	-0.335301	-0.096052	0.556708	0.246717	-0.209689
ENSMUSG00000052392	-0.219752	0.286350	0.460732	-0.462865	-0.196072	0.357441
ENSMUSG00000052396	0.060496	0.394637	0.386976	0.301142	-0.428831	0.501108
ENSMUSG00000052397	-0.178659	0.072888	-0.024237	0.374245	0.647194	0.477377
ENSMUSG00000052415	0.344145	0.029977	-0.359862	-0.119480	0.280584	-0.532166
ENSMUSG00000052417	0.263416	0.297368	0.239936	-0.332422	-0.368481	0.336582
ENSMUSG00000052423	0.607259	-0.044887	-0.459893	-0.286294	0.197010	0.414118
ENSMUSG00000052430	0.502183	-0.317794	0.089193	-0.595515	0.167700	0.761140
ENSMUSG00000052435	-0.855575	-0.320768	0.344994	-0.607476	-0.196107	0.361430
ENSMUSG00000052446	0.402725	0.002044	-0.005145	0.122461	-0.339755	0.136093
ENSMUSG00000052459	0.083521	0.060020	0.233854	-0.118558	0.243164	-0.218517
ENSMUSG00000052468	-0.118599	-0.651304	-0.083374	-0.059484	0.577739	0.094773
ENSMUSG00000052504	-0.216912	-0.530059	1.179580	-0.077586	0.517291	0.231579
ENSMUSG00000052508	0.012368	0.066592	0.466036	-0.601471	-0.061086	0.156447
ENSMUSG00000052516	-0.339112	0.261871	0.284784	-0.073930	0.108148	-0.152694
ENSMUSG00000052520	-0.650426	-0.198026	0.674200	-0.745250	-0.027648	-0.130162
ENSMUSG00000052525	-0.107486	-0.445743	0.284717	0.100386	-0.124296	0.110172
ENSMUSG00000052533	0.364414	-0.185150	0.181752	0.103145	-0.215349	-0.319534
ENSMUSG00000052534	-0.343203	0.262157	-0.047329	0.409831	-0.512162	0.831539
ENSMUSG00000052537	-0.267577	-0.474781	0.256142	-0.512486	0.856806	-0.458556
ENSMUSG00000052539	0.313328	0.528562	0.882700	-0.899930	0.293305	0.226766
ENSMUSG00000052544	0.203849	0.166195	0.105204	0.481076	-0.136749	0.126361
ENSMUSG00000052557	-0.098265	0.353421	0.094466	0.287791	0.109484	-0.547599
ENSMUSG00000052560	-0.618221	0.254702	-0.104362	0.037480	-0.084712	0.151484
ENSMUSG00000052572	-0.025697	0.044917	-0.293036	0.405499	0.090509	-0.597150
ENSMUSG00000052581	0.098511	0.276948	-0.083792	-0.567474	-0.492260	0.020034
ENSMUSG00000052593	0.494391	-0.007377	0.567356	0.793218	-0.054746	0.328390
ENSMUSG00000052595	-0.855065	0.155557	-0.092248	0.018346	-0.225838	0.110818
ENSMUSG00000052609	0.437658	0.599144	-0.284944	-0.593931	-0.197800	0.111469
ENSMUSG00000052625	-0.438373	-0.248417	0.378492	0.015031	-0.174235	0.224461
ENSMUSG00000052632	-0.107653	-0.100513	-0.618324	-0.094412	-0.325555	0.279883
ENSMUSG00000052675	-0.120131	0.416457	-0.037272	-0.741276	0.414442	0.083245
ENSMUSG00000052681	0.367842	0.260667	0.458554	-0.057583	0.782814	0.457318
ENSMUSG00000052684	-0.049617	0.281247	0.015375	0.284812	0.005040	-0.285812
ENSMUSG00000052688	-0.227211	-0.337195	0.217991	-0.235627	-0.458061	0.658632
ENSMUSG00000052698	0.254261	-0.109765	0.028366	-0.394582	0.146218	0.177153
ENSMUSG00000052707	-0.082288	-0.472582	0.017320	-0.134754	-0.141010	-0.396138
ENSMUSG00000052736	-0.016587	0.168591	-0.277368	0.002628	0.365809	-0.104745
ENSMUSG00000052738	0.066980	-0.512879	0.109954	0.221145	-0.956865	0.216556
ENSMUSG00000052776	0.496601	-0.139591	0.069070	0.042987	0.225221	-0.147826
ENSMUSG00000052783	0.052318	-0.579588	0.172018	-0.503756	-0.103669	-0.441458
ENSMUSG00000052798	-0.326129	-0.019303	0.255943	-0.007253	-0.319549	0.014987
ENSMUSG00000052818	0.011591	0.654541	0.012570	-0.408156	0.370260	0.311309
ENSMUSG00000052819	-0.201280	0.324166	0.308435	0.083432	0.057865	0.157624
ENSMUSG00000052821	0.537528	0.100298	0.492617	-0.214922	0.340227	0.092105
ENSMUSG00000052833	-0.397246	-0.116870	0.079842	-0.281633	0.042063	0.367846
ENSMUSG00000052837	-0.106520	-0.365380	-0.612284	0.339957	0.084134	0.401163
ENSMUSG00000052850	0.461794	0.015167	-0.118882	0.287464	0.225952	-0.323289
ENSMUSG00000052861	0.026229	-0.256781	0.071964	0.119589	-0.029139	0.104379
ENSMUSG00000052889	-0.064758	0.546993	0.022579	0.186557	-0.103538	-0.417823
ENSMUSG00000052906	-0.681800	-0.600059	-0.413126	0.005549	-0.033729	-0.280982
ENSMUSG00000052911	0.291978	-0.301856	-0.662145	0.008052	0.057405	-0.517323
ENSMUSG00000052914	0.112614	0.211090	-0.147076	0.249765	0.059401	-0.132502
ENSMUSG00000052915	0.038966	0.149104	0.033149	-0.779099	-0.229015	0.359243
ENSMUSG00000052920	0.109577	-0.402339	-0.004017	-0.126336	0.283312	-0.153738
ENSMUSG00000052921	-0.196465	0.095572	0.477987	0.187517	0.745951	0.434125
ENSMUSG00000052922	-0.557005	-0.265699	0.296547	0.015870	0.383667	0.114878
ENSMUSG00000052934	-0.717864	-0.157248	0.327912	0.356048	0.735943	-0.327519
ENSMUSG00000052957	0.023900	-0.433558	0.269079	-0.227343	-0.269954	-0.098867
ENSMUSG00000052962	-0.476028	-0.089490	-0.190664	0.338178	-0.430543	0.278209
ENSMUSG00000052974	0.307967	-0.366070	0.617520	-0.144189	-0.630133	-0.276661
ENSMUSG00000052997	0.026213	0.595951	0.182633	-0.048978	0.319077	0.527534
ENSMUSG00000053004	0.097943	0.286189	1.030780	0.013008	-0.215093	-0.192178
ENSMUSG00000053007	-0.104116	-0.267078	-0.462686	0.019597	0.465496	0.627883
ENSMUSG00000053024	-0.433684	0.535650	-0.285744	-0.263127	-0.436281	-0.220104
ENSMUSG00000053025	-0.350388	0.218878	0.221089	0.557337	-0.393362	-0.204829
ENSMUSG00000053040	0.066736	-0.496711	0.087539	0.030270	-0.140531	0.289824
ENSMUSG00000053044	-0.236697	-0.421502	0.146867	0.477478	-0.391052	0.119357
ENSMUSG00000053062	-0.100403	-0.054839	-0.218646	0.448522	-0.460660	-0.236275
ENSMUSG00000053063	-0.047559	-0.481405	-0.456273	0.447412	-0.197322	0.011673
ENSMUSG00000053093	0.285775	-0.009401	0.571615	-0.118561	-0.495084	-0.000132
ENSMUSG00000053110	0.314808	-0.637286	0.452257	0.172781	0.013790	0.031889
ENSMUSG00000053113	0.014646	-0.392174	-0.326809	0.074661	-0.214212	-0.144515
ENSMUSG00000053119	-0.356548	-0.008381	0.272613	-0.313662	0.326175	-0.314587
ENSMUSG00000053137	-0.356968	0.102778	1.387963	0.640884	1.018093	1.198319
ENSMUSG00000053146	0.001172	0.397908	-0.321007	0.395805	-0.209719	0.108588
ENSMUSG00000053158	-0.353973	0.207876	-0.183857	0.327617	-0.199670	-0.273478
ENSMUSG00000053175	-0.015574	-0.484884	0.759143	-0.518101	0.243433	-0.181572
ENSMUSG00000053178	0.048759	-0.429627	-0.406052	-0.366078	0.021229	-0.190611
ENSMUSG00000053199	0.755691	0.515750	-0.228842	-0.104359	0.128893	0.055282
ENSMUSG00000053216	-0.046389	0.285731	0.179153	0.045062	-0.541145	-0.907291
ENSMUSG00000053217	-0.532887	-0.402726	-0.207711	-0.061144	-0.338724	0.091948
ENSMUSG00000053219	-0.256852	-0.294875	0.313910	0.123347	0.268672	0.491752
ENSMUSG00000053251	-0.145643	-0.355279	-0.337522	0.205637	-0.271503	-0.347696
ENSMUSG00000053268	0.114114	-0.150949	0.700443	0.141928	-0.109200	0.026448
ENSMUSG00000053279	-0.611489	-0.483094	-0.035526	0.378259	-0.362219	0.222073
ENSMUSG00000053287	0.389672	-0.568982	0.437724	-0.353044	-0.093802	-0.119532
ENSMUSG00000053291	-0.457384	0.363912	0.230773	-0.304148	-0.903447	0.007092
ENSMUSG00000053293	-0.032757	-0.028168	-0.097855	-0.223655	-0.170360	0.201961
ENSMUSG00000053317	0.602185	-0.349210	-0.013051	-0.284148	0.674885	-0.586039
ENSMUSG00000053338	0.173466	-0.127881	-0.114801	-0.059515	0.301749	0.394899
ENSMUSG00000053368	-0.034522	0.236228	0.336406	0.516216	0.156411	0.189700
ENSMUSG00000053375	0.322163	-0.487514	0.438935	0.317248	-0.572800	-0.765894
ENSMUSG00000053388	-0.003022	0.095424	0.128681	0.298378	-0.014222	0.094519
ENSMUSG00000053391	0.449139	0.603145	-0.016582	-0.266579	0.052114	-0.243274
ENSMUSG00000053395	0.059953	0.098202	0.130553	-0.229560	-0.512425	0.946113
ENSMUSG00000053398	0.027778	0.087956	-0.012795	0.124800	-0.423184	-0.365828
ENSMUSG00000053399	0.364533	-0.359031	-0.029502	-0.545511	-0.730594	-0.011033
ENSMUSG00000053436	0.018620	0.592645	-0.093112	0.830968	0.450945	1.349610
ENSMUSG00000053441	0.616907	-0.080127	-0.411247	0.039764	-0.164937	0.147406
ENSMUSG00000053453	-0.095131	0.125432	-0.135820	0.237987	-0.125792	-0.236704
ENSMUSG00000053460	0.484523	0.168863	0.419159	-0.294462	-0.263591	0.078945
ENSMUSG00000053465	0.386547	-0.231496	0.204129	0.537753	0.292844	-0.202405
ENSMUSG00000053469	-0.360273	0.024353	-0.103327	-0.454017	0.007944	-0.149646
ENSMUSG00000053470	0.306182	0.098111	0.284743	-0.121358	0.308964	0.584361
ENSMUSG00000053475	-0.206629	-1.196770	-0.528585	0.077531	0.058447	0.203880
ENSMUSG00000053477	0.120107	-0.453832	-0.494213	-0.127965	-0.516965	-0.475254
ENSMUSG00000053483	-0.351410	0.708566	0.409825	0.083870	-0.370370	0.052780
ENSMUSG00000053519	0.505100	0.149041	-0.337892	-0.236653	-0.054405	0.721467
ENSMUSG00000053536	0.114732	0.444759	0.444143	-0.452585	0.354355	0.093619
ENSMUSG00000053565	-1.038142	0.382747	-0.191052	0.183707	-0.311748	0.230548
ENSMUSG00000053600	-0.366207	-0.079389	0.162913	-0.354049	-0.425979	-0.308323
ENSMUSG00000053604	-0.154652	0.207864	0.596835	0.715692	0.146206	0.695524
ENSMUSG00000053617	-0.216147	0.328222	0.317316	0.477529	-0.299998	0.023416
ENSMUSG00000053624	-0.150875	-0.672064	0.266606	-0.215796	-0.011087	-0.116921
ENSMUSG00000053641	-0.557643	-0.444558	0.076337	0.859945	-0.119096	0.432735
ENSMUSG00000053644	-0.180633	0.198640	0.220883	-0.012032	-0.059052	0.356950
ENSMUSG00000053646	-0.368492	-0.286437	-0.054597	0.218834	-0.000958	-0.525088
ENSMUSG00000053647	0.595459	0.765630	-0.232213	0.063385	0.676943	0.107013
ENSMUSG00000053654	-0.063375	-0.318764	0.037992	0.477358	0.086116	-0.494247
ENSMUSG00000053684	-0.053701	0.519089	0.022683	-0.379130	-0.851694	-0.354154
ENSMUSG00000053716	-0.375612	0.034607	0.234563	-0.348815	-0.007411	0.094050
ENSMUSG00000053719	-0.308092	0.214940	-0.173897	0.055993	0.246242	0.101537
ENSMUSG00000053754	0.013350	0.079641	-0.304762	-0.078190	0.027595	0.197064
ENSMUSG00000053773	0.013306	-0.012381	0.009251	-0.658978	-0.030028	-0.397997
ENSMUSG00000053774	0.316006	-0.534666	-0.671727	-0.518482	0.178975	-1.477839
ENSMUSG00000053797	0.294091	0.389385	-0.833690	-0.622186	-0.109216	0.051521
ENSMUSG00000053815	-0.008334	0.369104	-0.004178	-0.539535	-0.464367	0.001685
ENSMUSG00000053819	0.490530	0.355851	0.073318	-0.200824	0.525089	-0.318244
ENSMUSG00000053820	0.101576	-0.938395	-0.313355	-0.070270	0.249867	-0.042147
ENSMUSG00000053825	0.456910	-0.053677	-0.104408	-0.308422	-0.261808	-0.135791
ENSMUSG00000053835	0.288559	0.132147	0.395147	-0.373969	-0.073401	-0.114412
ENSMUSG00000053841	0.837477	-0.078858	-0.622873	0.222480	0.068349	-0.172949
ENSMUSG00000053846	0.060226	-0.222589	0.139227	0.067527	0.265790	0.062162
ENSMUSG00000053862	0.333102	-0.045313	0.584874	0.104432	-0.640881	-0.828348
ENSMUSG00000053863	0.299025	0.094749	-0.533783	-0.073444	-0.186829	0.054026
ENSMUSG00000053870	0.050403	0.464175	0.529692	-0.157931	0.800545	-0.739731
ENSMUSG00000053897	-0.006026	-0.138721	-0.140125	0.390070	0.055906	-0.083377
ENSMUSG00000053898	-0.289299	0.668617	-0.534220	0.006448	0.730828	0.199812
ENSMUSG00000053907	-0.324754	0.049665	-0.103994	-0.401946	-0.571651	0.158978
ENSMUSG00000053914	0.019346	0.047030	-0.210722	0.198366	0.232229	-0.123636
ENSMUSG00000053916	-0.135573	0.062048	0.241112	-0.115851	0.010682	0.295718
ENSMUSG00000053965	0.603145	-0.117106	0.816395	0.462829	0.077328	-0.041046
ENSMUSG00000053977	-0.070636	0.302608	-0.127505	0.170941	0.329552	-0.760462
ENSMUSG00000053985	-0.199815	-0.280610	0.019527	0.074809	-0.313147	-0.159714
ENSMUSG00000054008	0.278655	-0.244175	0.156917	-0.240080	-0.679100	0.295187
ENSMUSG00000054021	0.441914	0.348906	-0.571816	0.271962	-0.388244	-0.344668
ENSMUSG00000054036	0.128856	0.081502	-0.029510	-0.420230	-0.075056	0.311417
ENSMUSG00000054046	-0.002267	-0.636661	-0.068741	-0.114843	0.532380	-0.117880
ENSMUSG00000054051	0.053961	0.410457	0.087728	-0.159103	-0.326531	-0.195475
ENSMUSG00000054052	0.244155	-0.286251	0.343716	0.002271	-0.954578	-0.009807
ENSMUSG00000054054	0.130354	-0.015961	-0.162725	-0.694822	-0.370991	0.082303
ENSMUSG00000054065	0.164239	0.350168	0.302682	0.194229	0.043157	0.270021
ENSMUSG00000054079	-0.541320	-0.703951	0.389046	0.970849	-0.543645	0.436961
ENSMUSG00000054091	0.051441	0.015785	-0.206847	-0.075233	0.250472	-0.047630
ENSMUSG00000054106	-0.364891	-0.163245	0.244332	-0.002578	-0.457510	0.730443
ENSMUSG00000054115	-0.342581	-0.819205	-0.176566	-1.427280	-0.376482	-1.665053
ENSMUSG00000054128	0.114342	0.226188	-0.175221	0.137129	0.025550	0.038321
ENSMUSG00000054136	0.332397	0.171035	-0.066435	-0.006147	-0.096932	0.319540
ENSMUSG00000054141	-0.433272	-0.137928	-0.319101	0.455216	0.159121	-0.149323
ENSMUSG00000054146	-0.421110	0.081001	-0.229382	0.038886	0.171724	-0.099695
ENSMUSG00000054162	-0.614245	-0.171047	0.431449	0.171167	0.487343	0.675904
ENSMUSG00000054200	0.326297	0.068276	0.177883	0.182154	0.345414	0.356081
ENSMUSG00000054203	0.523708	-0.533291	-0.344601	0.166612	0.302076	0.140975
ENSMUSG00000054204	1.030197	-0.929514	-0.087222	-0.111439	-0.246505	0.340226
ENSMUSG00000054236	-0.294050	0.814971	0.341569	0.240225	0.657706	-0.290656
ENSMUSG00000054252	0.213907	-0.049020	-0.639043	0.401560	0.029123	0.066520
ENSMUSG00000054256	0.011920	-0.447505	0.242447	-0.178914	-0.089041	0.179294
ENSMUSG00000054263	-0.299710	0.042476	0.278813	-0.184020	0.627746	0.342750
ENSMUSG00000054266	-0.120453	-0.081408	0.366596	0.281955	0.008000	-0.121001
ENSMUSG00000054277	-0.031556	-0.625420	0.866643	-0.296014	-0.206885	0.431886
ENSMUSG00000054293	-0.221798	0.066633	0.261292	0.003436	-0.228047	-0.365881
ENSMUSG00000054309	-0.305924	-0.016943	0.292687	-0.502533	-0.434198	0.511771
ENSMUSG00000054312	-0.779917	-0.468449	-0.823396	-0.210249	-0.286906	-0.484734
ENSMUSG00000054321	0.033241	0.156740	-0.089560	0.087697	0.443327	-0.181093
ENSMUSG00000054342	0.045472	-0.005969	0.157236	0.029788	0.151361	-0.185910
ENSMUSG00000054364	-0.029672	-0.312863	-0.272199	0.324073	-0.095388	0.490298
ENSMUSG00000054381	0.022153	-0.180812	0.216004	-0.472557	-0.244346	0.410147
ENSMUSG00000054385	0.312693	0.102603	-0.324733	0.357850	0.707659	-0.042955
ENSMUSG00000054387	-0.073725	-0.605128	-0.781932	0.032115	-0.496949	-0.713868
ENSMUSG00000054406	0.340088	0.208708	-0.913452	0.527571	-0.068879	0.386696
ENSMUSG00000054408	0.495087	0.369277	-0.126726	0.758212	0.234765	-0.112406
ENSMUSG00000054417	0.108231	0.008378	-0.075315	0.556671	0.023862	-0.032279
ENSMUSG00000054422	-0.350671	-0.197366	-0.323262	0.488690	0.455144	-0.206742
ENSMUSG00000054431	0.265428	-0.452618	-0.540919	-0.300030	-0.141617	-0.499839
ENSMUSG00000054455	0.451463	0.547762	0.132702	0.204596	0.105751	-0.198998
ENSMUSG00000054469	0.247524	-0.229417	0.148822	-0.062814	-0.438270	0.260571
ENSMUSG00000054477	-0.255885	0.364478	0.354640	-0.576813	0.516555	-0.346960
ENSMUSG00000054497	0.239665	-0.021420	0.096670	0.290473	0.387593	0.432156
